time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.19999999999999998,-0.00016556474371903708,-4.288236137643946e-05,20.035568472798158,6.281235750485326,0.0075252069316205095,0.0,-0.004729470225497244,-0.0012250518398497295,0.39492317630696505,-0.021661939115381463,0.0835761113055213,0.0,442.0865875759258,444.14866413333607,442.68242752243555,442.1475336313548
0.4000000000000001,-0.004660639385899287,-0.0012529622219314305,20.211982275894712,6.272863195164703,0.033633020254869805,0.0,-0.05807353844542567,-0.01634468943204614,1.4737054213291962,-0.06653032503386001,0.187735266244876,0.0,502.5603599806552,504.83414714043795,504.0760891449453,503.1016866250328
0.6000000000000002,-0.02458989075141913,-0.007090695228262063,20.52233746678166,6.264410064114461,0.06722041289884118,0.0,-0.16372164160838745,-0.04838003984695127,1.6454854752370203,-0.01263725335078682,0.14385238783289217,0.0,424.87114778784456,423.7697085222942,422.7989396127975,424.18816643594783
0.8000000000000004,-0.07264734261210064,-0.020883802167774555,20.879005453364293,6.254980408193024,0.09555763782023963,0.0,-0.3455077230261663,-0.09765719476925289,1.9487192056262943,-0.08928218136042973,0.13904879574092,0.0,438.684518779,438.58383798677966,438.02652618804944,436.1083813351368
1.0000000000000004,-0.16987731526898,-0.049360326837801054,21.36414607238698,6.237858710552471,0.12328981404900752,0.0,-0.6723650732930875,-0.20613381048324014,2.9970243055814714,-0.08112831371424241,0.13818856166722607,0.0,507.27803587015,507.27472866167693,506.70659898220043,506.8773645184039
1.2000000000000006,-0.33066482258423474,-0.10050124353681907,21.987415205277845,6.223927868592437,0.14599681861937253,0.0,-0.9738639167469316,-0.32182460806193147,3.2569908497829836,-0.05565500208333623,0.08349519627244008,0.0,442.72868695616756,441.3884158496796,441.17996808534565,441.80672529530335
1.4000000000000008,-0.5621654514772122,-0.17967066934760315,22.703684700406768,6.222654462867139,0.16014997826482968,0.0,-1.3876680743825291,-0.48680865023002173,3.9661824273829884,0.0538564052823697,0.05523519861356732,0.0,486.6528809628661,486.02128138607316,485.43339150767065,487.89236092461965
1.600000000000001,-0.8743938255984124,-0.2892940495764517,23.527645029330685,6.221282034154026,0.18291661415204885,0.0,-1.7814229053684645,-0.6226306997345645,4.299447071973922,-0.08104092390536476,0.18523367153498707,0.0,455.5895213849749,458.71000804704727,459.85809094590223,456.64053090064664
1.8000000000000012,-1.2685511261596034,-0.42646847124336235,24.402748392158983,6.2113978185287735,0.2162790937170911,0.0,-2.2148171243396138,-0.7668308198450546,4.460582318216047,-0.010819259732040157,0.14440193820189112,0.0,445.1528897183489,444.1760270064671,446.22657243013157,447.9412509712538
2.0000000000000013,-1.7605798115280886,-0.5956147738570949,25.330580794279594,6.195582004745335,0.24075252109787915,0.0,-2.769130384152329,-0.9474028745080155,4.844332500752764,-0.16233893203211378,0.0955247728232022,0.0,472.85485048675275,471.7365657116099,472.9246921084255,469.40336238220584
2.2000000000000015,-2.35426274649805,-0.8000418757558502,26.277032685524247,6.166419232681186,0.2532346724007404,0.0,-3.217649584126865,-1.1228010410591516,4.594397358147562,-0.12569793424238324,0.022001052463982207,0.0,415.3433154203956,413.40759756252413,413.82053823166393,414.76550214011206
2.4000000000000017,-3.0493806281966958,-1.0482438946925652,27.20896319186051,6.14332147311071,0.262601741074886,0.0,-3.7941096737410307,-1.393590460007274,4.730337769948746,-0.10304978337012934,0.07715577714457493,0.0,454.43962326896127,455.7657497839748,454.83328851610435,455.36559438650005
2.600000000000002,-3.8744695898047126,-1.3612185282520515,28.208869261834508,6.110403929303022,0.2765127790331965,0.0,-4.533854239690734,-1.7858963257139224,5.305732047387238,-0.23945926766712794,0.06028160150850329,0.0,502.84375030929687,502.47992286673644,503.98105083420904,500.99002945715785
2.800000000000002,-4.829850911592126,-1.7473808146541854,29.246872722114635,6.070579506376024,0.28896115309416626,0.0,-5.080007690442944,-2.1203033331413863,5.043278911743227,-0.15009714240608119,0.06463406179083063,0.0,431.34753785054284,431.4607380952907,430.8362247475026,433.05681495733376
