time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.000000000000002,-5.894374956681748,-2.2034597039676895,30.219410943618133,6.03838360374753,0.30478294768753145,0.0,-5.626842662305308,-2.4853943140672636,4.638461492266296,-0.17422066352035848,0.09676429473116141,0.0,419.0971055333768,419.93980417787014,419.3633695299615,418.70766509368474
3.2000000000000024,-7.068212013633046,-2.734071959809379,31.0964467772249,6.000643317222764,0.3253161072496411,0.0,-6.17492492123812,-2.8682183414999907,4.072429208041965,-0.20630625904944477,0.10985886363257244,0.0,403.6224799184406,403.9872825714824,404.16410910140195,403.25668135481226
3.4000000000000026,-8.379815452316992,-3.3657218019685806,31.92246528100874,5.96361875346312,0.3625797824971837,0.0,-7.03705810816922,-3.520685367106088,4.171908092298785,-0.1593656458638806,0.27928315282203725,0.0,478.65067457878956,482.5372433378271,480.3708711018714,481.4072465532284
3.6000000000000028,-9.846433591629214,-4.111366534476221,32.696168995632156,5.926816261025113,0.42146720491375067,0.0,-7.710468996748435,-3.988018275760531,3.4824517359233824,-0.21398066783308498,0.3128024677188186,0.0,411.5623236398351,412.5473072627946,410.9673392720346,409.4757492222405
3.800000000000003,-11.477546168552871,-4.970647399708857,33.368086176311216,5.880607198531228,0.48221328641463046,0.0,-8.712282803936358,-4.676953704292279,3.1711314562315134,-0.25176586671831247,0.29273855495367435,0.0,469.5224712323485,469.14385854483737,468.5747414722999,467.6421051704139
4.000000000000003,-13.310028438467471,-5.96587673718841,33.95099752361283,5.834395403372195,0.5422657586943931,0.0,-9.721598197832463,-5.343140523955248,2.563993274329239,-0.20591601456216393,0.309379212296849,0.0,459.175425854578,459.6600079604369,457.8945170357155,458.93639034231387
4.199999999999998,-15.323775029747832,-7.07696071197647,34.35889745562592,5.782180203092853,0.5987498737707488,0.0,-10.502403334570406,-5.818624436143235,1.3763455876586381,-0.3279915200638671,0.24973742071637886,0.0,407.9596909613085,406.44754213557394,408.6714467453121,405.3151563020914
4.399999999999994,-17.508176357615444,-8.292527490869038,34.53076179356981,5.716010180416198,0.6445490553459612,0.0,-11.437669211593239,-6.396691746262799,0.1945822657936748,-0.33431074382196924,0.2038098073605343,0.0,428.73942500580637,427.62123271051576,428.91520331740696,428.63741882442486
4.59999999999999,-19.916049472815192,-9.649967961227189,34.488666749485304,5.656800093521959,0.6783442398391255,0.0,-12.76442311479084,-7.25816761247207,-0.7581727043077333,-0.2496825900243414,0.12660062317640303,0.0,491.17707458952316,489.4804762233088,489.3028411888309,491.10945581767055
4.799999999999986,-22.55089678933126,-11.152148270620303,34.19844205944498,5.606440638121111,0.7099890817710381,0.0,-13.676054756066737,-7.820329850609434,-2.33021137543237,-0.2543633873071176,0.19670552415465584,0.0,433.68504275972765,435.4737024444133,434.8121136889716,434.62921241083
4.999999999999981,-25.386000405618883,-12.779791566056907,33.59295358181068,5.564368042173031,0.750120915555323,0.0,-14.776677291406845,-8.520002250362296,-3.9267884809752687,-0.15690317146673657,0.2054641824623202,0.0,464.9813076433367,465.2246966358307,463.4604305538691,465.71183213775754
5.199999999999977,-28.42104488513591,-14.533399835143136,32.63253556605115,5.5396515368623795,0.7973949049269606,0.0,-15.65928958947232,-9.07220787137065,-5.913508536179023,-0.08299423835182239,0.2738905644490768,0.0,438.9330877007024,440.6911293391836,439.1758580887342,440.9977630944826
